Date,Impressions (organic),Impressions (sponsored),Impressions (total),Unique impressions (organic),Clicks (organic),Clicks (sponsored),Clicks (total),Reactions (organic),Reactions (sponsored),Reactions (total),Comments (organic),Comments (sponsored),Comments (total),Reposts (organic),Reposts (sponsored),Reposts (total),Engagement rate (organic),Engagement rate (sponsored),Engagement rate (total)
07/21/2024,2915,0,2915,1253,55,0,55,100,0,100,7,0,7,7,0,7,0.057975986,0,0.057975986
07/22/2024,3368,0,3368,1326,116,0,116,78,0,78,8,0,8,6,0,6,0.06175772,0,0.06175772
07/23/2024,2564,0,2564,1165,71,0,71,41,0,41,3,0,3,-7,0,-7,0.042121685,0,0.042121685
07/24/2024,2562,0,2562,1272,32,0,32,221,0,221,7,0,7,3,0,3,0.102654176,0,0.102654176
07/25/2024,2530,0,2530,1232,34,0,34,411,0,411,7,0,7,0,0,0,0.178656126,0,0.178656126
07/26/2024,3623,0,3623,1859,78,0,78,217,0,217,7,0,7,2,0,2,0.083908363,0,0.083908363
07/27/2024,2171,0,2171,1129,43,0,43,53,0,53,0,0,0,1,0,1,0.044679871,0,0.044679871
07/28/2024,2069,0,2069,1169,16,0,16,32,0,32,0,0,0,-1,0,-1,0.022716288,0,0.022716288
07/29/2024,2085,0,2085,1149,34,0,34,45,0,45,2,0,2,3,0,3,0.04028777,0,0.04028777
07/30/2024,1949,0,1949,1114,33,0,33,41,0,41,4,0,4,8,0,8,0.044125192,0,0.044125192
07/31/2024,3278,0,3278,1642,65,0,65,83,0,83,54,0,54,-2,0,-2,0.061012813,0,0.061012813
08/01/2024,2945,0,2945,1398,29,0,29,52,0,52,1,0,1,2,0,2,0.02852292,0,0.02852292
08/02/2024,1668,0,1668,808,43,0,43,41,0,41,1,0,1,1,0,1,0.051558753,0,0.051558753
08/03/2024,1395,0,1395,773,35,0,35,28,0,28,2,0,2,1,0,1,0.047311828,0,0.047311828
08/04/2024,1729,0,1729,884,30,0,30,43,0,43,2,0,2,6,0,6,0.046847889,0,0.046847889
08/05/2024,2738,0,2738,1287,74,0,74,88,0,88,50,0,50,0,0,0,0.07742878,0,0.07742878
08/06/2024,1921,0,1921,936,40,0,40,35,0,35,5,0,5,1,0,1,0.042165539,0,0.042165539
08/07/2024,2671,0,2671,1270,91,0,91,55,0,55,8,0,8,4,0,4,0.059153875,0,0.059153875
08/08/2024,4981,0,4981,2458,129,0,129,249,0,249,19,0,19,3,0,3,0.08030516,0,0.08030516
08/09/2024,2176,0,2176,1129,95,0,95,119,0,119,2,0,2,1,0,1,0.099724265,0,0.099724265
08/10/2024,971,0,971,432,21,0,21,3,0,3,0,0,0,0,0,0,0.024716787,0,0.024716787
